index,Name,Platform,Year_of_Release,Genre,Publisher,Critic_Score,User_Score,Rating
2331,WWE SmackDown vs. Raw 2010,DS,2009,Fighting,THQ,75,8.3,T
2332,Oni,PS2,2001,Action,Take-Two Interactive,69,7.8,T
2333,Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,2007,Shooter,Ubisoft,61,6.4,T
2334,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,2008,Action,THQ,47,5.4,E
2335,Terminator Salvation,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,43,3.9,T
2336,The Lord of the Rings: The Two Towers,GC,2002,Action,Electronic Arts,82,8.7,T
2337,Batman: Arkham City,PC,2011,Action,Warner Bros. Interactive Entertainment,91,8.6,T
2338,Juiced,PS2,2005,Racing,THQ,68,7.7,T
2339,The Warriors,PS2,2005,Action,Take-Two Interactive,84,8.5,M
2340,Star Fox Command,DS,2006,Shooter,Nintendo,76,7.3,E10+
2341,Bulletstorm,PS3,2011,Shooter,Electronic Arts,83,7.7,M
2342,Return to Castle Wolfenstein: Operation Resurrection,PS2,2003,Shooter,Activision,66,8,M
2343,Mario Tennis: Power Tour,GBA,2005,Sports,Nintendo,81,8,E
2344,Seaman,DC,1999,Simulation,Sega,82,8.4,T
2345,Michael Jackson: The Experience,PS3,2011,Misc,Ubisoft,66,8.4,E10+
2346,Stuntman: Ignition,PS3,2007,Racing,THQ,76,6.2,T
2347,F.E.A.R. 2: Project Origin,X360,2009,Shooter,Warner Bros. Interactive Entertainment,77,8,M
2348,Mystery Dungeon: Shiren the Wanderer,DS,2006,Role-Playing,Sega,69,8.2,E
2349,GT Pro Series,Wii,2006,Racing,Ubisoft,41,4,E
2350,Tiger Woods PGA Tour 11,X360,2010,Sports,Electronic Arts,79,7.8,E
2351,The Golden Compass,PS2,2007,Action,Sega,46,5.2,E10+
2352,Final Fantasy Chronicles,PS,2001,Role-Playing,Square,89,9.1,T
2353,F1 2009,PSP,2009,Racing,Codemasters,68,7.2,E
2354,Syphon Filter 3,PS,2001,Shooter,Sony Computer Entertainment,73,8.5,M
2355,Metal Gear Solid 2: Substance,PS2,2002,Action,Konami Digital Entertainment,87,9,M
2356,Tales of Symphonia: Dawn of the New World,Wii,2008,Role-Playing,Namco Bandai Games,68,7.1,T
2357,NBA Live 08,X360,2007,Sports,Electronic Arts,73,5.3,E
2358,We Love Katamari,PS2,2005,Puzzle,Electronic Arts,86,8.9,E
2359,Sesame Street: Once Upon A Monster,X360,2011,Misc,Warner Bros. Interactive Entertainment,79,6.9,E
2360,NCAA Football 2003,XB,2002,Sports,Electronic Arts,90,8.2,E
2361,We Cheer,Wii,2008,Simulation,505 Games,56,7.3,E10+
2362,Madden NFL 07,PS3,2006,Sports,Electronic Arts,76,4.2,E
2363,LEGO Jurassic World,WiiU,2015,Action,Warner Bros. Interactive Entertainment,71,8.1,E10+
2364,NBA Live 09,PS3,2008,Sports,Electronic Arts,75,7.8,E
2365,Rory McIlroy PGA Tour,PS4,2015,Action,Electronic Arts,61,3.7,E
2366,SingStar Dance,PS3,2010,Misc,Sony Computer Entertainment,65,3.9,T
2367,Lords of the Fallen,PS4,2014,Role-Playing,Square Enix,68,6.6,M
2368,Tomb Raider: Legend,PS2,2006,Action,Eidos Interactive,82,7.1,T
2369,Freedom Fighters,PS2,2003,Shooter,Electronic Arts,81,8.4,T
2370,Silent Hill: Origins,PSP,2007,Action,Konami Digital Entertainment,78,7.8,M
2371,Gun,XB,2005,Shooter,Activision,79,7.8,M
2372,Fight Night Round 3,PSP,2006,Fighting,Electronic Arts,74,8.1,T
2373,The Punisher,PS2,2005,Action,THQ,68,8.2,M
2374,Kirby and the Rainbow Curse,WiiU,2015,Platform,Nintendo,73,8,E
2375,SSX On Tour,PS2,2005,Sports,Electronic Arts,80,7.9,E
2376,Disgaea 3: Absence of Justice,PS3,2008,Role-Playing,Square Enix,78,7.5,T
2377,Tony Hawk's Pro Skater 3,GBA,2002,Sports,Activision,90,8,E
2378,Way of the Samurai 3,PS3,2008,Action,Gamebridge,58,7.9,M
2379,The Sims 2: Open for Business,PC,2006,Simulation,Electronic Arts,78,8.6,T
2380,Rune Factory 2: A Fantasy Harvest Moon,DS,2008,Role-Playing,Rising Star Games,77,7.9,E
2381,Harry Potter and the Prisoner of Azkaban,GBA,2004,Action,Electronic Arts,69,8.1,E
2382,SimAnimals,DS,2009,Simulation,Electronic Arts,70,7.5,E
2383,NBA Live 2002,PS,2001,Sports,Electronic Arts,81,8.8,E
2384,Way of the Samurai,PS2,2002,Action,Eidos Interactive,74,8.2,M
2385,The 3rd Birthday,PSP,2010,Role-Playing,Square Enix,71,6.1,M
2386,Kung Fu Panda,PS3,2008,Action,Activision,76,7.3,E10+
2387,Epic Mickey 2: The Power of Two,X360,2012,Action,Disney Interactive Studios,59,5.5,E
2388,Pac-Man Fever,PS2,2001,Misc,Sony Computer Entertainment,47,6.3,E
2389,Spectrobes: Beyond the Portals,DS,2008,Role-Playing,Disney Interactive Studios,70,7.7,E10+
2390,HSX HyperSonic.Xtreme,PS2,2002,Racing,Midas Interactive Entertainment,53,8.4,E
2391,Lair,PS3,2007,Action,Sony Computer Entertainment,53,6.4,T
2392,Madden NFL 2004,GC,2003,Sports,Electronic Arts,94,7.7,E
2393,Summoner,PS2,2000,Role-Playing,THQ,74,7.8,T
2394,Soul Sacrifice,PSV,2013,Role-Playing,Sony Computer Entertainment,77,8.2,M
2395,DC Universe Online,PS3,2011,Role-Playing,Sony Online Entertainment,67,7.4,T
2396,NBA Live 07,PSP,2006,Sports,Electronic Arts,64,7.5,E
2397,IL-2 Sturmovik: Birds of Prey,X360,2009,Simulation,505 Games,80,8.4,T
2398,The Walking Dead: Survival Instinct,PS3,2013,Shooter,Activision,34,3.6,M
2399,Major League Baseball 2K10,X360,2010,Sports,Take-Two Interactive,76,7.6,E
2400,Alice in Wonderland,Wii,2010,Adventure,Disney Interactive Studios,69,7.4,E10+
2401,Ratatouille,PS3,2007,Action,THQ,55,4.8,E
2402,NBA Live 2004,XB,2003,Sports,Electronic Arts,85,8.2,E
2403,Iron Man,DS,2008,Action,Sega,56,7,E10+
2404,Alien: Isolation,XOne,2014,Shooter,Sega,78,7.8,M
2405,Pro Evolution Soccer 2010,Wii,2009,Sports,Konami Digital Entertainment,82,8.4,E
2406,Disney's Kim Possible: Revenge of Monkey Fist,GBA,2002,Platform,THQ,62,8.8,E
2407,Naruto Shippuden: Clash of Ninja Revolution 3,Wii,2009,Fighting,Nintendo,74,8.1,T
2408,Ace Combat Zero: The Belkan War,PS2,2006,Simulation,Namco Bandai Games,75,8.4,T
2409,Dragon Age: Origins,PC,2009,Role-Playing,Electronic Arts,91,8.6,M
2410,Dynasty Warriors,PSP,2004,Action,Tecmo Koei,62,7.3,T
2411,NHL 07,PS2,2006,Sports,Electronic Arts,76,4.6,E10+
2412,SoulCalibur: Broken Destiny,PSP,2009,Fighting,Namco Bandai Games,80,6.2,T
2413,Dragon Ball: Raging Blast,X360,2009,Fighting,Namco Bandai Games,56,7.5,T
2414,Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013,Fighting,Namco Bandai Games,70,7.7,T
2415,The BIGS,PS2,2007,Sports,Take-Two Interactive,71,4.8,E
2416,Dragon Ball Z: Supersonic Warriors,GBA,2004,Fighting,Atari,73,7,T
2417,NBA Ballers,XB,2004,Sports,Midway Games,82,8.1,E
2418,Silent Hill 4: The Room,PS2,2004,Action,Konami Digital Entertainment,76,7.8,M
2419,Capcom Classics Collection,PS2,2005,Misc,Capcom,78,8.4,T
2420,Tiger Woods PGA Tour 13,X360,2012,Sports,Electronic Arts,77,5.6,E
2421,The Saboteur,X360,2009,Action,Electronic Arts,73,8.2,M
2422,Sonic Riders,PS2,2006,Racing,Sega,55,7.2,E
2423,Looney Tunes: Back in Action,PS2,2003,Platform,Warner Bros. Interactive Entertainment,51,7.5,E
2424,NHL 09,X360,2008,Sports,Electronic Arts,88,8.4,E10+
2425,Bully: Scholarship Edition,Wii,2008,Action,Take-Two Interactive,83,8.4,T
2426,WWE SmackDown vs. RAW 2007,X360,2006,Fighting,THQ,81,7.8,T
2427,Midnight Club II,XB,2003,Racing,Take-Two Interactive,86,7.6,T
2428,Ratatouille,Wii,2007,Action,THQ,62,6.7,E
2429,Avatar: The Last Airbender,GC,2006,Adventure,THQ,60,6.5,E10+
2430,The Mummy Returns,PS2,2001,Action,Universal Interactive,44,7,T
2431,Hitman: Blood Money,PS2,2006,Action,Eidos Interactive,83,8.4,M
2432,Lost: Via Domus,PS3,2008,Action,Ubisoft,54,6.9,T
2433,Crash: Mind Over Mutant,PS2,2008,Platform,Vivendi Games,73,6.5,E10+
2434,Activision Anthology,PS2,2002,Misc,Activision,75,7.7,E
2435,Picross DS,DS,2007,Puzzle,Nintendo,83,8.7,E
2436,Pro Evolution Soccer 2012,X360,2011,Action,Konami Digital Entertainment,78,6.6,E
2437,Final Fantasy II Anniversary Edition,PSP,2007,Role-Playing,Square Enix,63,7.1,T
2438,Test Drive Unlimited,PSP,2007,Racing,Atari,80,7.3,E10+
2439,Unit 13,PSV,2012,Shooter,Sony Computer Entertainment,71,7.5,T
2440,R.U.S.E.,PS3,2010,Strategy,Ubisoft,76,7.3,T
2441,Theatrhythm: Final Fantasy,3DS,2012,Misc,Square Enix,78,7.8,E10+
2442,Goldeneye 007: Reloaded,X360,2011,Shooter,Activision,72,6,T
2443,Star Wars: Jedi Starfighter,PS2,2002,Simulation,Activision,81,8.3,T
2444,Tactics Ogre: The Knight of Lodis,GBA,2001,Role-Playing,Nintendo,88,9.1,E
2445,Sega Bass Fishing,Wii,2008,Sports,Sega,59,6.3,E
2446,Dead or Alive Ultimate,XB,2004,Fighting,Tecmo Koei,83,8.7,M
2447,RPG Maker,PS,1997,Role-Playing,ASCII Entertainment,66,8.2,E
2448,Major League Baseball 2K12,X360,2012,Sports,Take-Two Interactive,68,6.4,E
2449,Dance Dance Revolution Universe 2,X360,2007,Simulation,Konami Digital Entertainment,65,7.4,E10+
2450,Burnout Revenge,X360,2006,Racing,Electronic Arts,89,8.1,E10+
2451,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004,Action,THQ,65,7.3,E
2452,Monster Hunter,PS2,2004,Role-Playing,Capcom,68,8.9,T
2453,NBA Street Homecourt,X360,2007,Sports,Electronic Arts,80,8.2,E
2454,Tony Hawk's Underground 2,GC,2004,Sports,Activision,82,8.9,T
2455,SplashDown: Rides Gone Wild,PS2,2003,Racing,THQ,80,8.7,E
2456,Shrek SuperSlam,PS2,2005,Action,Activision,67,9,E10+
2457,Rayman Advance,GBA,2001,Platform,Ubisoft,84,8.4,E
2458,Fantastic 4,PS2,2005,Action,Activision,64,7.8,T
2459,Men in Black II: Alien Escape,PS2,2002,Shooter,Infogrames,50,7.3,T
2460,Alice: Madness Returns,X360,2011,Adventure,Electronic Arts,70,8.1,M
2461,Madden NFL 07,Wii,2006,Sports,Electronic Arts,81,8,E
2462,Spider-Man 2,DS,2004,Action,Activision,61,5,E
2463,Ridge Racer 3D,3DS,2011,Racing,Namco Bandai Games,75,7.2,E
2464,Picross 3D,DS,2009,Puzzle,Nintendo,83,8.4,E
2465,Dynasty Warriors: Gundam 2,PS3,2008,Action,Namco Bandai Games,54,7,T
2466,Super Monkey Ball 3D,3DS,2011,Action,Sega,55,5.5,E
2467,SpongeBob SquarePants: Creature from the Krusty Krab,Wii,2006,Platform,THQ,57,5.6,E
2468,F1 2012,X360,2012,Racing,Codemasters,84,6.9,E
2469,Tony Hawk's Project 8,X360,2006,Sports,Activision,81,7.6,T
2470,Bleach: Soul Resurreccion,PS3,2011,Fighting,Nippon Ichi Software,58,7.2,T
2471,The Matrix: Path of Neo,PS2,2005,Action,Atari,69,7.9,T
2472,Dragon Ball Z: Supersonic Warriors 2,DS,2005,Fighting,Atari,66,7.6,E10+
2473,Sonic Lost World,3DS,2013,Platform,Sega,59,6.5,E10+
2474,WWE Wrestlemania X8,GC,2002,Fighting,THQ,64,6.9,T
2475,Boogie,Wii,2007,Misc,Electronic Arts,57,5.3,E10+
2476,GoldenEye: Rogue Agent,XB,2004,Shooter,Electronic Arts,61,7.2,T
2477,Fire Emblem: Radiant Dawn,Wii,2007,Strategy,Nintendo,78,8.7,E10+
2478,The Sims,GC,2003,Simulation,Electronic Arts,85,7.7,T
2479,Plants vs. Zombies: Garden Warfare 2,PS4,2016,Shooter,Electronic Arts,81,7.7,E10+
2480,Grandia III,PS2,2005,Role-Playing,Square Enix,77,8.3,T
2481,Ace Combat: Assault Horizon,X360,2011,Action,Namco Bandai Games,78,6.2,T
2482,Scarface: The World is Yours,XB,2006,Action,Vivendi Games,76,8.4,M
2483,Resident Evil: The Mercenaries 3D,3DS,2011,Action,Capcom,65,6.4,M
2484,Star Wars Battlefront: Elite Squadron,DS,2009,Shooter,LucasArts,61,5,E10+
2485,SpongeBob SquarePants: Creature from the Krusty Krab,DS,2006,Platform,THQ,56,7.3,E
2486,Pokemon Art Academy ,3DS,2014,Misc,Nintendo,76,7.7,E
2487,Medal of Honor,PC,2010,Shooter,Electronic Arts,72,6.4,M
2488,Asphalt 3D,3DS,2011,Racing,Ubisoft,43,4.4,E10+
2489,Crazy Taxi,GC,2001,Racing,Acclaim Entertainment,69,7.5,T
2490,Dragon Ball Z: Burst Limit,X360,2008,Fighting,Atari,72,7.6,T
2491,Spy Hunter 2,PS2,2003,Racing,Midway Games,57,6.4,T
2492,Sniper: Art of Victory,PC,2008,Shooter,City Interactive,36,3.6,M
2493,Tales of Legendia,PS2,2005,Role-Playing,Namco Bandai Games,72,7.7,T
2494,FIFA Soccer 09,DS,2008,Sports,Electronic Arts,84,6.1,E
2495,Steel Diver,3DS,2011,Action,Nintendo,58,6.3,E10+
2496,Bravely Second: End Layer,3DS,2015,Role-Playing,Nintendo,81,7.4,T
2497,Alone in the Dark,X360,2008,Adventure,Atari,58,5.7,M
2498,Shrek the Third,PS2,2007,Action,Activision,56,6.1,E10+
2499,Need for Speed: Porsche Unleashed,GBA,2004,Racing,Zoo Digital Publishing,62,7.8,E
2500,Far Cry 2,PC,2008,Action,Ubisoft,85,5.8,M
2501,NFL Street 2,XB,2004,Sports,Electronic Arts,78,6.5,E
2502,Rock Band Unplugged,PSP,2009,Misc,MTV Games,79,8.6,T
2503,Skylanders: SuperChargers,WiiU,2015,Action,Activision,87,5.6,E10+
2504,You're in the Movies,X360,2008,Misc,Microsoft Game Studios,55,5.5,E
2505,Scene It? Lights Camera Action,X360,2007,Misc,Microsoft Game Studios,73,8.1,T
2506,MotorStorm: Apocalypse,PS3,2011,Racing,Sony Computer Entertainment,77,7.7,T
2507,Dark Sector,X360,2008,Shooter,D3Publisher,72,7.5,M
2508,Tiger Woods PGA Tour 07,X360,2006,Sports,Electronic Arts,80,7.9,E
2509,Plants vs. Zombies: Garden Warfare 2,XOne,2016,Shooter,Electronic Arts,80,8.1,E10+
2510,Mario Golf: World Tour,3DS,2014,Sports,Nintendo,78,8.2,E
2511,Secret Weapons Over Normandy,PS2,2003,Simulation,LucasArts,81,8.2,T
2512,Crash of the Titans,DS,2007,Action,Vivendi Games,73,5.9,E
2513,Lollipop Chainsaw,X360,2012,Action,Warner Bros. Interactive Entertainment,70,7,M
2514,The Saboteur,PS3,2009,Action,Electronic Arts,72,8.1,M
2515,Metal Gear Rising: Revengeance,X360,2013,Action,Konami Digital Entertainment,82,7.8,M
2516,Theme Park Roller Coaster,PS2,2000,Strategy,Electronic Arts,82,7.9,E
2517,NHL 16,XOne,2015,Sports,Electronic Arts,80,6,E10+
2518,Midnight Club: Street Racing,GBA,2001,Racing,Rebellion,50,5.3,E
2519,Tiger Woods PGA Tour 06,XB,2005,Sports,Electronic Arts,81,5.1,E
2520,Fortune Street,Wii,2011,Misc,Nintendo,68,7.5,E
2521,FIFA World Cup Germany 2006,X360,2006,Sports,Electronic Arts,72,6.6,E
2522,World of Outlaws: Sprint Cars 2002,PS2,2002,Racing,Ignition Entertainment,80,9.1,E
2523,Children of Mana,DS,2006,Role-Playing,Nintendo,65,6,E10+
2524,Fantavision,PS2,2000,Puzzle,Sony Computer Entertainment,72,6.3,E
2525,X-Men: Next Dimension,PS2,2002,Fighting,Activision,61,8.7,T
2526,Dynasty Warriors Gundam,PS3,2007,Action,Tecmo Koei,60,6.9,T
2527,Doom 3 BFG Edition,X360,2012,Shooter,Bethesda Softworks,67,6.5,M
2528,Spider-Man 3,Wii,2007,Platform,Activision,53,5.3,T
2529,Rock Band 4,XOne,2015,Misc,Harmonix Music Systems,79,6.4,T
2530,James Bond 007: Blood Stone,X360,2010,Shooter,Activision,62,7.1,T
2531,Street Fighter X Tekken,X360,2012,Fighting,Capcom,83,4.4,T
2532,Dark Sector,PS3,2008,Shooter,D3Publisher,72,7.6,M
2533,ICO,PS2,2001,Action,Sony Computer Entertainment,90,8.8,T
2534,World of Warcraft: Warlords of Draenor,PC,2014,Action,Activision Blizzard,87,5.9,T
2535,Ford Racing Off Road,Wii,2008,Racing,Xplosiv,37,6.3,E
2536,Unreal Tournament III,X360,2008,Shooter,Midway Games,82,7.6,M
2537,FIFA Soccer 13,WiiU,2012,Action,Electronic Arts,69,6.2,E
2538,Victorious Boxers: Ippo's Road to Glory,PS2,2000,Fighting,Empire Interactive,75,8,T
2539,Valkyrie Profile 2: Silmeria,PS2,2006,Role-Playing,Square Enix,84,9,T
2540,Pinball Hall of Fame: The Williams Collection,Wii,2008,Misc,System 3 Arcade Software,82,8.8,E10+
2541,Hot Wheels Velocity X,PS2,2002,Racing,THQ,54,7.1,E
2542,MySims Racing,Wii,2009,Racing,Electronic Arts,68,7.4,E
2543,F.E.A.R. 2: Project Origin,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,79,7.9,M
2544,The Sims 2: Pets,Wii,2007,Simulation,Electronic Arts,65,7.3,T
2545,L.A. Rush,PS2,2005,Racing,Midway Games,58,8,T
2546,Crash: Mind Over Mutant,X360,2008,Platform,Vivendi Games,60,6.5,E10+
2547,Viva Pinata: Trouble in Paradise,X360,2008,Simulation,Microsoft Game Studios,82,7.9,E
2548,Epic Mickey 2: The Power of Two,PS3,2012,Action,Disney Interactive Studios,59,4.3,E
2549,NBA Ballers: Phenom,PS2,2006,Sports,Midway Games,69,8.5,E
2550,Need for Speed Carbon,XB,2006,Racing,Electronic Arts,74,7.4,E10+
2551,Shadowrun,X360,2007,Role-Playing,Microsoft Game Studios,66,7.5,M
2552,Crazy Taxi: Fare Wars,PSP,2007,Racing,Sega,64,7.1,E10+
2553,"Warhammer 40,000: Dawn of War II",PC,2009,Strategy,THQ,85,8.1,M
2554,Emergency Heroes,Wii,2008,Racing,Ubisoft,41,4.2,E10+
2555,FlingSmash,Wii,2010,Action,Nintendo,48,6.8,E
2556,Downhill Domination,PS2,2003,Racing,Codemasters,79,8.9,T
2557,Dead Space Extraction,Wii,2009,Shooter,Electronic Arts,82,8.1,M
2558,Pirates of the Caribbean: Dead Man's Chest,GBA,2006,Adventure,Disney Interactive Studios,70,5.6,E10+
2559,Silent Hill: Shattered Memories,Wii,2009,Action,Konami Digital Entertainment,79,8,M
2560,World Series of Poker,PS2,2005,Misc,Activision,46,8.2,E10+
2561,Final Fantasy Crystal Chronicles: Echoes of Time,DS,2009,Role-Playing,Square Enix,75,7.3,E10+
2562,Rise of Nightmares,X360,2011,Action,Sega,54,7.8,M
2563,EA Sports UFC,XOne,2014,Sports,Electronic Arts,70,6.3,T
2564,Spider-Man 3,DS,2007,Platform,Activision,79,6.5,E10+
2565,Dead or Alive 4,X360,2005,Fighting,Tecmo Koei,85,8.2,M
2566,Godzilla: Save the Earth,PS2,2004,Fighting,Atari,62,8.7,T
2567,Dance Dance Revolution: Mario Mix,GC,2005,Misc,Nintendo,69,8.4,E
2568,Metal Gear Solid: The Twin Snakes,GC,2004,Action,Konami Digital Entertainment,85,9,M
2569,Art Academy: Lessons for Everyone,3DS,2012,Action,Nintendo,81,7.6,E
2570,Mat Hoffman's Pro BMX 2,PS2,2002,Sports,Activision,76,9.1,T
2571,One Piece: Pirate Warriors 3,PS4,2015,Action,Namco Bandai Games,74,7.4,T
2572,2010 FIFA World Cup South Africa,PSP,2010,Sports,Electronic Arts,69,7.4,E
2573,Two Worlds II,PS3,2011,Role-Playing,Unknown,70,7,M
2574,SimCity Creator,Wii,2008,Simulation,Electronic Arts,67,6.8,E
2575,Dragon Ball Z: Collectible Card Game,GBA,2002,Misc,Infogrames,62,5.5,E
2576,Harry Potter and the Order of the Phoenix,Wii,2007,Action,Electronic Arts,69,7.2,E10+
2577,The Sims 3: Ambitions,PC,2010,Simulation,Electronic Arts,74,7.3,T
2578,Disney's Kim Possible 3: Team Possible,GBA,2005,Platform,Disney Interactive Studios,76,7.7,E
2579,Rygar: The Legendary Adventure,PS2,2002,Action,Wanadoo,83,8.4,T
2580,Syphon Filter: Logan's Shadow,PSP,2007,Shooter,Sony Computer Entertainment,85,8.8,T
2581,Kessen II,PS2,2001,Strategy,THQ,71,8.3,T
2582,Brothers In Arms: Earned in Blood,PS2,2005,Shooter,Ubisoft,71,7.9,M
2583,Dragon Ball Z: Sagas,PS2,2005,Fighting,Atari,49,5.4,T
2584,MX vs. ATV: Alive,PS3,2011,Racing,THQ,61,6.7,E
2585,NBA Live 07,X360,2006,Sports,Electronic Arts,59,4.9,E
2586,Brothers In Arms: Road to Hill 30,PS2,2005,Shooter,Ubisoft,82,7.6,M
2587,The Legend of Spyro: Dawn of the Dragon,DS,2008,Platform,Vivendi Games,57,6.8,E
2588,The Mark of Kri,PS2,2002,Action,Sony Computer Entertainment,80,7.9,M
2589,Need for Speed: Hot Pursuit,Wii,2010,Racing,Electronic Arts,50,3.7,E10+
2590,Crash Nitro Kart,GBA,2003,Racing,Vivendi Games,77,8.3,E
2591,Silent Hill: Downpour,PS3,2012,Action,Konami Digital Entertainment,64,6.9,M
2592,Jak and Daxter: The Lost Frontier,PS2,2009,Platform,Sony Computer Entertainment,72,4.6,E10+
2593,Star Wars: Demolition,PS,2000,Racing,Activision,63,6.5,T
2594,Delta Force: Black Hawk Down,PS2,2005,Shooter,NovaLogic,58,8.8,T
2595,.hack//Outbreak Part 3,PS2,2002,Role-Playing,Atari,70,8.7,T
2596,MX vs. ATV Untamed,PS3,2007,Racing,THQ,67,6.1,E
2597,Boom Blox Bash Party,Wii,2009,Puzzle,Electronic Arts,86,8.4,E
2598,Top Spin,XB,2003,Sports,Microsoft Game Studios,89,8.2,E
2599,Brothers In Arms: D-Day,PSP,2006,Shooter,Ubisoft,65,9.1,M
2600,The Golden Compass,X360,2007,Action,Sega,41,4.1,E10+
2601,Tomb Raider: Legend,PSP,2006,Action,Eidos Interactive,67,7.9,T
2602,Just Dance 2014,XOne,2013,Misc,Ubisoft,71,7,E10+
2603,Enter the Matrix,GC,2003,Action,Atari,63,8,T
2604,LEGO The Hobbit,X360,2014,Action,Warner Bros. Interactive Entertainment,70,8.7,E10+
2605,PlayStation All-Stars Battle Royale,PSV,2012,Action,Sony Computer Entertainment,75,7.5,T
2606,The Powerpuff Girls: Relish Rampage,PS2,2002,Action,BAM! Entertainment,46,6.8,E
2607,Bleach: The Blade of Fate,DS,2006,Fighting,Sega,83,7.5,T
2608,NFL Head Coach,PS2,2006,Sports,Electronic Arts,66,6.9,E
2609,Tomb Raider: Underworld,Wii,2008,Action,Eidos Interactive,70,7.2,T
2610,Area 51,PS2,2005,Shooter,Midway Games,75,8.4,M
2611,NHL 2005,PS2,2004,Sports,Electronic Arts,75,8.3,E
2612,The New York Times Crosswords,DS,2007,Puzzle,Majesco Entertainment,79,6.7,T
2613,Star Wars Jedi Knight: Jedi Academy,XB,2003,Shooter,Activision,76,8.7,T
2614,Dynasty Warriors: Strikeforce,PSP,2009,Action,Ubisoft Annecy,65,6.8,T
2615,Brain Challenge,DS,2008,Misc,Ubisoft,68,7,E
2616,Enemy Territory: Quake Wars,X360,2008,Shooter,Activision,69,7.3,T
2617,Major League Baseball 2K11,X360,2011,Sports,Take-Two Interactive,69,6.8,E
2618,Burnout Dominator,PSP,2007,Racing,Electronic Arts,76,8.2,E10+
2619,Crash of the Titans,Wii,2007,Action,Vivendi Games,69,5.8,E10+
2620,Red Faction: Armageddon,PS3,2011,Shooter,THQ,71,7.3,M
2621,Tekken Advance,GBA,2001,Fighting,Infogrames,82,8.2,T
2622,Shin Megami Tensei: Persona 3,PS2,2006,Role-Playing,Tecmo Koei,86,8.4,M
2623,Pirates of the Caribbean: At World's End,Wii,2007,Action,Disney Interactive Studios,53,7.2,T
2624,Sega Rally Revo,X360,2007,Racing,Sega,77,7.2,E
2625,Samurai Warriors: Xtreme Legends,PS2,2004,Action,Tecmo Koei,72,8.6,T
2626,LEGO Rock Band,DS,2009,Misc,Warner Bros. Interactive Entertainment,80,7.5,E
2627,WWE WrestleMania 21,XB,2005,Fighting,THQ,56,6.9,T
2628,NBA Live 2005,GC,2004,Sports,Electronic Arts,83,6.7,E
2629,F.E.A.R. 3,PS3,2011,Shooter,Warner Bros. Interactive Entertainment,74,7.1,M
2630,WWE Day of Reckoning,GC,2004,Fighting,THQ,79,9.1,T
2631,NBA Live 10,X360,2009,Sports,Electronic Arts,80,7.7,E
2632,Harry Potter and the Deathly Hallows - Part 1,X360,2010,Action,Electronic Arts,38,5,T
2633,Pro Evolution Soccer 2017,PS4,2016,Sports,Konami Digital Entertainment,85,7.6,E
2634,Sled Storm,PS2,2002,Racing,Electronic Arts,73,7.7,T
2635,Dead or Alive: Dimensions,3DS,2011,Fighting,Ubisoft Annecy,79,8.2,T
2636,Wolfenstein: The New Order,PC,2014,Shooter,Bethesda Softworks,81,8.2,M
2637,Deadpool,PS3,2013,Action,Activision,61,7.2,M
2638,Watch Dogs,PC,2014,Action,Ubisoft,77,4.7,M
2639,Mario Golf: Advance Tour,GBA,2004,Sports,Nintendo,84,8.6,E
2640,Celebrity Sports Showdown,Wii,2008,Sports,Electronic Arts,50,4.6,E
2641,F.E.A.R. 3,X360,2011,Shooter,Warner Bros. Interactive Entertainment,75,7,M
2642,Disney Guilty Party,Wii,2010,Misc,Disney Interactive Studios,78,8,E
2643,"Warhammer 40,000: Space Marine",PS3,2011,Shooter,THQ,70,7.4,M
2644,Major League Baseball 2K6,PS2,2006,Sports,Spike,70,5.2,E
2645,World Soccer Winning Eleven 9,XB,2005,Sports,Konami Digital Entertainment,89,7.9,E
2646,Teenage Mutant Ninja Turtles 2: Battle Nexus,PS2,2004,Action,Konami Digital Entertainment,47,7.8,T
2647,The Thing,PS2,2002,Adventure,Vivendi Games,78,7.4,M
2648,Van Helsing,PS2,2004,Action,Activision,64,8.5,T
2649,Mario Tennis Ultra Smash,WiiU,2015,Sports,Nintendo,58,5.3,E
2650,Virtua Tennis 4,PS3,2011,Sports,Sega,69,6.6,E
2651,X-Men Legends II: Rise of Apocalypse,XB,2005,Role-Playing,Activision,84,8.7,T
2652,Naruto Shippuden: Ultimate Ninja Storm Generations,X360,2012,Fighting,Namco Bandai Games,74,7.2,T
2653,Skylanders: Trap Team,PS4,2014,Action,Activision,78,5.6,E10+
2654,Worms: Open Warfare 2,PSP,2007,Strategy,THQ,80,8.1,E10+
2655,Spawn: Armageddon,PS2,2003,Action,Electronic Arts,56,7.4,M
2656,Sid Meier's Civilization Revolution,DS,2008,Strategy,Take-Two Interactive,80,7.7,E10+
2657,Tiger Woods PGA Tour 2003,XB,2002,Sports,Electronic Arts,88,8.5,E
